,rating,review
1937,1,Even single piece is not crispy
1938,1,very low quantity
1939,1,very for nan
1940,1,good work
1941,4,not good as expected
1942,5,nice
1943,5,no salt no taste also onions were not fresh 
1944,2,Worst food ever i have paid
1945,5,not manchurian only serve oil wrost experiance
1946,4,no
1947,3,Nice Food
1948,2,Yami
1949,5,west of money <br/>
1950,1,late delivery 
1951,5,Great service thik sheke good quality...nicely greeting m indrajeet mandal thank you so muchh dairy don.....
1952,1,Nice greting m.s inde jeet mandal all good survece kaju anjir tik shake good quality coco good test best in service thank you so much dariy don 
1953,5,Gret survice think shake good quality cace fresh food and nice greeting good staff m Inderjeet mandal coco nice thank you for dry don 
1954,5,<br/><br/>
1955,5,"packing was not good , coco came out of many glasses."
1956,1,One of the best desserts I had in city. Thick Shake is smooth and fresh. Love of visit here again :)
1957,5,Nice love dairy done....enjoy ice cream.....................................................................................................
1958,5,The taste is very authentic and classic. Tasted Kaju Draksh Ice Cream and found it to be pure in taste (no frozen ice/ water). The cold coco is too good. Worth visiting here again.
1959,5,"Finger licking delicious stuffs! quite a good environment and friendly staff with quality and delicious full packed menu. And ofcourse, Pure Veg."
1960,5,very bed condition <br/>cake is not good condition full melt please collect your cake very bed condition 
1961,5,nice cake
1962,5,product is not as shown and quality is not up to the mark
1963,5,Bad
1964,5,All Good
1965,5,flavour is not the same that I ordered.
1966,5,very good testy and fresh cack 
1967,1,not good
1968,5,we have paid full amount.  But we haven't  received the all items order  nor the payment.  please look into this matter.
1969,5,cake was totally meshed and broken I am not happy with this delivery….
1970,5,very good 
1971,5,nice pastry 🥰<br/>
1972,1,"worst experience ever I faced, Rude behaviour from the restaurant. "
1973,1,yum 😋 😋 😋 😋 😋 so nice and fresh cake I love it thank gays 
1974,3,Please give quality product to your consumer.<br/>Because this kind of things may ill person who eat this product.
1975,1,my cake is damage<br/>
1976,5,Sent some other cake other than red velvet without even asking 
1977,5,very bad quality of cake very bad service 
1978,5,"Not wrote name on cake, damage cake"
1979,5,Ordered 2 cakes and ask them to write diff line on both. they missed writting name on one cake and the cake was broken too much.
1980,5,osm good 
1981,5,"the cake was in a very bad condition,cake become messy."
1982,5,Damaged cake
1983,5,worst hai 
1984,5,Tottaly worst 
1985,5,need refund
1986,1,cake base was hard n it was over creamy. 
1987,1,destroyed the cake very untidy work hopeless
1988,1,all perfect
1989,1,delayed delivery
1990,1,getting melted cake from restaurant
1991,5,very nice 
1992,1,very bad condition
1993,4,"I always prefered monginis but due to its unavailability, I ordered for the 1st time from bakers room and the cake was really delicious. it's my new favourite now...😘"
1994,1,Taste bhi acha nahi hai quality bhi achi nahi hai hotel ko quality per focus karna chahiye rate 1star
1995,5,very good koletiy thanks 👍👍😁
1996,1,they made wrong food. read orders properly. 
1997,1,Food is not as much as it should have<br/>please make improvement
1998,1,excellent it's so delicious and yummy
1999,1,mujhe chiken fried rice me khi chike mila hi nhi🤔
2000,1,bad test 
2001,1,very disappoint 
2002,5,maine spicy food bola tha to ekdm feeka tha aur namak bhi maine daala ekdm acha nhi tha
2003,3,tasty food
2004,1,sweet and tasty 
2005,1,too much spicy even I told u don't make spicy 
2006,1,not good at all
2007,2,No gravy in the parcel..?
2008,1,too less in quantity
2009,1,images wish totally different items 
2010,5,awesome
2011,2,nice 👍👍
2012,1,no cutlery was sent even after instructions of sending cutlery 
2013,5,very bad smell yoir food 
2014,5,so tasty 😋 
2015,5,firt time but bed experience
2016,1,Yami it's gorgeous I like the taste
2017,5,nice
2018,5,nice work
2019,5,Not test as per requirement
2020,1,very bad. quality n quantity dono hi bakwas<br/>
2021,1,Just unbelievable testy foods they provide. I thought everyone should try their foods. It just awesome testy.
2022,1,"They try give their best services as like they give you on time delivery great packaging at your doorstep..Foods are hot, fresh and very yummy."
2023,2,So lovely taste and quality! It's always one of my favorite choice to order from online. This restaurant always provide best quality and delicious foods with very extensive menus.
2024,5,I would rate 5 out 5 to this restaurant. <br/>Very yummy taste and very worthy deals of the dishes.. <br/>Great to say I am really satisfied by the taste and quality of the food of this restaurant.. <br/>Order from here.
2025,4,You should taste foods of this restaurant because foods are totally great in the taste. I tried many foods of this restaurant which were very yummy guys..
2026,2,"Great service! Personally they satisfied me completely. Amazing and tasty foods, amazing prices with huge quantity.. <br/>I'm happy."
2027,1,"So happy I'm with the amazing service of this restaurant. <br/>Took many orders in just last week because first time when I ordered a dish from this restaurant, I was fully happy with the taste and that's so now I'm regular customer of this restaurant."
2028,5,"I've a suggestion for you guys. Wanna taste delicious, yummy foods? Then take order from here. Dishes are really really very delicious and available at great discounts also."
2029,3,Highly recommend from me to order from this restaurant because foods are best in the taste and best in quantity which will fully cover your hunger..
2030,5,Good services! Recently I ordered some varieties of dishes from this restaurant. Dishes were in the decent amounts which were also very fabulous of the taste.
2031,2,I am 100% Sure about you never try before that type of testy foods. Just nex lavel testy foods they provide. Must try.
2032,1,I have ordered chicken lollipop dry yesterday evening for my evening snacks. It was so tasteful👍 and delicious😋. It was totally worth of money. 
2033,5,"Completely happy by the amazing services! Quality and fresh foods, tasty foods , nice deals all are beautifully placed here... <br/>I would definitely go back to order here again in future."
2034,2,I've ordered Veg Hakka Noodles from this restaurant. It was very delicious guys. You should taste it
2035,4,Very deliciously made! Food was very delicious of taste which quality was also much good. Staff were helpful and presentation was good.
2036,1,For the dinner yesterday we ordered few dishes from here. Dishes were totally amazing of taste and was very fresh and hot which we enjoyed totally at our dinner. Thank you🌹..
2037,3,Very fast delivery service 🔥! Recently I placed order from this restaurant. Food quality was amazing guys... So tasty.. It was worth of money.
2038,1,Recently I had a order of this restaurant. Guys that dish was absolutely fantastic and very tasty. <br/>This well cooked food was very worthy..
2039,4,I ordered their Chicken Chinese Biryani.it is too tasty.their food quality is precious and flavorful.
2040,5,Yesterday evening I have ordered veg Manchurian dry from this restaurant. It was so good and tasteful👍. I just loved it. 
2041,5,Packaging was done really nicely and they maintain as clean as everyone likes. Dish was tasty and hot.. Delivery time was fast.
2042,1,i ordered chicken fry from this restaurant.all most all food items are nice and good in quality.....
2043,5,"Chicken Lollipop Dry, I've ordered from this beautiful restaurant. It's truly amazing of taste as well quality"
2044,1,I recently ordered from this restaurant chicken lolipop dry it's very delicious and amazing food perfectly presentation of food
2045,5,different types of chinese food items are provided here.good restaurant and good service............
2046,1,"Veg Manchurian Dry, I ordered from this restaurant. Price was also much affordable guys.. Must try it"
2047,1,I taste their veg hakka noodles.it is delicate in taste.their food quality and quantity is perfect and incredible.
2048,1,I want my money back shit greenee food is very worst smell is coming 
2049,1,As such it was good but the onions were bit more due to which the taste was fine
2050,2,The sandwich was dipped in black coffee as it was not nicely packed
2051,5,"fast delivered,  Great taste,  affordable price.  <br/>must order "
2052,5,do not fool people
2053,5,cold chocolate mangaya tha jhag bharke de Dia. 
2054,5,not good it's black nd not even hot
2055,5,itni ghatia idli aur chutney kabhi nahi khaye.. chatney ke naam pe paani.. auridli ke naam pe sukhi huye suji🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮
2056,5,"tea was packed i  plastic beg, please try to avoid next time"
2057,5,basi burger
2058,5,l will not order on this restaurant 
2059,5,No taste
2060,5,Need refund of this sandwhich they added aachar in the sandwhich instead of peri peri
2061,5,Every good
2062,5,it was cold food
2063,5,chutney I asked they did not give
2064,5,All good
2065,1,not good quality 
2066,5,too less quantity 
2067,3, a very bad expirence <br/><br/> would like to get a compensation of the iced tea <br/>it's packing was horrible <br/><br/><br/>it killed the mood to drink it <br/><br/><br/><br/><br/><br/><br/>
2068,1,ice tea is missing and not received only sandwich
2069,1,tatse was nice but the quantity of every food wasn't as expected for this price.
2070,2,no cheese in sandwich &amp; it was burnt &amp; chutney was smelling badly 
2071,1,very bad<br/>it was packed well
2072,1,Worst service by delivery partner just wasted my time and energy
2073,5,Write what are you going to serve in your menu details.
2074,1,order delayed<br/>.. terrible service 
2075,1,Cake was very delicious 🫶🏻😇
2076,5,as always it was delicious in taste.. even the staff is too cooperative .. I would request you to give a try to this choclate chips cake you won't regret ♥️
2077,1,delay in delivery 
2078,2,I bought cake with sparkling candle but s candle not Received.
2079,2,Didn't write name on cake as I have written in massage.
2080,1,good
2081,4,cake was spilled everywhere.Disgusting not at all helpful 
2082,1,I tell them to write tikku on cake but wrote fikku.
2083,3,good👍
2084,1,please refund my money. I ordered a beautiful cake and what i got 
2085,1,ગુડ સર્વિસ 🙏
2086,3,this is not the cake i ordered 
2087,1,Mast testy
2088,1,what we are ordering and what you delivered...<br/><br/>very bad habit and I will recommended on zomato not order on this shop nor to purchase
2089,1,oyeeeeeee<br/><br/>No Name ??????????
2090,4,too much creamy. cake was less cream was more
2091,1,delevery boy was excellent 👍🏼 5star for him .
